from,to,migration_count
the-home-depot,western-union,2
allstate,mattel,1
goldman-sachs,general-mills,9
prologis,ibm,1
morgan-stanley,john-deere,1
davita,paccar,3
johnson-controls,intel-corporation,24
accenture,yum-brands,12
iron-mountain,mondelezinternational,2
darden-restaurants,gap-inc-,5
fedex,avery-dennison,3
baker-hughes,agilent-technologies,2
campbell-soup-company,darden-restaurants,1
fedex,apple,20
rockwell-automation,red-hat,1
te-connectivity,caterpillar-inc,13
citi,duke-energy-corporation,9
tyson-foods,general-mills,6
mccormick,air-products,2
verizon,akamai-technologies,6
procter-&-gamble,nordstrom,7
corning-incorporated,hewlett-packard-enterprise,12
unitedhealth-group,dentsplysirona,1
valero-energy-corporation,marathon-oil-corporation,5
the-walt-disney-company,western-digital,3
general-mills,waste-management,3
rockwell-automation,cognizant,8
citi,mccormick,3
citizens-bank,unitedhealth-group,12
electronic-arts,3m,1
charter-communications,walmart,11
pca,amazon,2
discovery-communications,bristol-myers-squibb,1
pepsico,halliburton,21
kimberly-clark,discover-financial-services,3
eastman-chemical-company,lyondell-basell,15
jpmorgan-chase,seagate-technology,3
ups,jacobs,3
amerisourcebergen,abbott-,11
ulta,allergan,1
nordstrom,public-storage,2
dentsplysirona,marriott-international,1
kroger,morgan-stanley,6
allergan,cardinal-health,6
regions-financial-corporation,morgan-stanley,14
target,constellation-brands,2
genuine-parts-company,at&t,5
w.w.-grainger,northrop-grumman-corporation,2
lockheed-martin,emerson,5
capital-one,marsh-&-mclennan-companies-inc-,3
dominion,walmart,2
waters,ipg-photonics,1
equinix,blackrock,1
ppg-industries,fifth-third-bank,1
centurylink,boeing,6
harley-davidson-motor-company,foot-locker,3
assurant,netapp,1
xcel-energy,progressive-insurance,1
paypal,discover-financial-services,12
merck,williams-company,1
tyson-foods,sealed-air-corporation,3
abbott-,cummins-inc,5
charter-communications,johnson-controls,3
lockheed-martin,xcel-energy,6
capital-one,udr,2
ge,waters,5
bristol-myers-squibb,walgreens,13
charter-communications,dte-energy,3
cintas,fifth-third-bank,20
honeywell,ups,5
motorolasolutions,amd,19
campbell-soup-company,apple,4
amgen,franklin-templeton-investments,2
vf-corporation,the-home-depot,2
carnival-cruise-lines,adp,5
equifax,intercontinentalexchange-inc-,3
stryker,idexx-laboratories,3
chubb,john-deere,1
johnson-&-johnson,conocophillips,6
pfizer,micron-technology,3
chevron,stanley-black-decker-inc,4
regeneron-pharmaceuticals,colgate-palmolive,2
mcdonald%27s-corporation,schlumberger,11
the-kraft-heinz-company,honeywell,3
svb-financial-group,jpmorgan-chase,1
firstenergy-corp,xcel-energy,6
thermo-fisher-scientific,baxter-healthcare,14
yum-brands,carnival-cruise-lines,1
emerson,caterpillar-inc,13
itw,abbott-,3
the-coca-cola-company,iff,9
marriott-international,michael-kors,3
itw,dovercorp,7
moodys-corporation,pnc-bank,1
regency-centers,bank-of-america,1
schlumberger,church-&-dwight-co-inc,1
norfolk-southern,borgwarner,1
mondelezinternational,expedia,2
rollins-inc.,macy,1
fmc-corporation,ecolab,4
bank-of-america,analog-devices,1
ford-motor-company,the-estee-lauder-companies-inc-,3
honeywell,comcast,3
nielsen,gartner,3
alliance-data,aig,2
mattel,starbucks,5
franklin-templeton-investments,nielsen,6
mccormick,masco-corporation,1
atmos-energy,macy,1
johnson-&-johnson,jefferies,4
suntrust-bank,wellcare,5
johnson-&-johnson,norfolk-southern,3
sherwin-williams,principal-financial-group,1
xerox,spglobal,5
walmart,citrix,2
idexx-laboratories,prologis,1
abbott-,newellbrands,5
ecolab,starbucks,5
autozone,facebook,4
kroger,c-h-robinson,3
zions-bancorporation,comcast,1
kellogg-company,fedex,4
john-deere,zimmerbiomet,2
avalonbay-communities,kohls-department-stores,2
parker-hannifin,kroger,3
phillips66co,cerner-corporation,1
pnc-bank,citrix,2
harley-davidson-motor-company,pnc-bank,1
garmin-international,wellsfargo,1
raytheon,seagate-technology,2
pnc-bank,campbell-soup-company,1
lincoln-financial-group,marriott-international,3
nielsen,broadridge-financial-solutions,3
eversourceenergy,discovery-communications,1
valero-energy-corporation,h&r-block,2
lincoln-financial-group,gilead-sciences,1
bank-of-america,bd1,3
amerisourcebergen,sealed-air-corporation,1
intuitive-surgical,target,1
the-walt-disney-company,bb&t,5
the-home-depot,nisource,2
amerisourcebergen,medtronic,2
sherwin-williams,honeywell,2
twitter,capital-one,2
ppg-industries,vf-corporation,1
centurylink,allegion-us,1
darden-restaurants,dollar-general,2
travelers,salesforce,5
marriott-international,wynn-las-vegas,2
iff,emerson,1
adp,fastenal,3
alexion-pharmaceuticals,adp,1
ameriprise-financial-services-inc,willis-towers-watson,7
intuit,arthur-j--gallagher-and-co,1
wellsfargo,the-estee-lauder-companies-inc-,7
air-products,western-digital,1
pnc-bank,the-cincinnati-insurance-companies,2
bny-mellon,autodesk,3
applied-materials,yum-brands,1
cummins-inc,tripadvisor,1
williams-company,te-connectivity,1
vf-corporation,labcorp,2
netapp,walmart,4
ups,gilead-sciences,2
fifth-third-bank,avery-dennison,3
hollyfrontier-corporation,williams-company,3
cboe,charles-schwab,2
the-kraft-heinz-company,adobe,1
avery-dennison,allegion-us,1
kellogg-company,expeditors,1
alcoa,oneok,1
citi,eog-resources,1
jpmorgan-chase,hollyfrontier-corporation,1
johnson-controls,citrix,3
pnc-bank,consumers-energy,1
unitedhealth-group,flowserve,2
caterpillar-inc,dollar-general,1
stanley-black-decker-inc,boeing,1
harley-davidson-motor-company,gap-inc-,3
the-j-m--smucker-company,cummins-inc,1
ford-motor-company,o%27reilly-auto-parts,5
ameriprise-financial-services-inc,constellation-brands,1
waters,merck,1
baker-hughes,duke-energy-corporation,2
regeneron-pharmaceuticals,abbvie,2
xylem-inc-,jpmorgan-chase,1
robert-half-international,discovery-communications,1
kroger,whirlpool-corporation,2
yum-brands,mgm-resorts-international,1
starbucks,fiserv,2
cognizant,jb-hunt-transport-services-inc,3
celanese,at&t,2
corning-incorporated,amgen,1
synchrony-financial,jpmorgan-chase,5
h&r-block,paccar,2
baker-hughes,adp,3
darden-restaurants,mastercard,2
charles-schwab,costco-wholesale,1
garmin-international,salesforce,2
duke-energy-corporation,teleflex,2
lockheed-martin,idexx-laboratories,2
citizens-bank,consumers-energy,1
goldman-sachs,general-dynamics,1
wellsfargo,nvidia,1
visa,synchrony-financial,2
sempra-energy,zimmerbiomet,1
macerich,equity-residential,2
amerisourcebergen,o%27reilly-auto-parts,1
cbre,nasdaq-omx,1
ppg-industries,xylem-inc-,1
ralph-lauren,kellogg-company,1
corning-incorporated,sherwin-williams,1
adobe,walgreens,2
teleflex,vertex-pharmaceuticals,1
cardinal-health,mcdonald%27s-corporation,1
northrop-grumman-corporation,perkinelmer,1
us-bank,netflix,3
cigna,nextera-energy-resources,2
willis-towers-watson,american-electric-power,1
american-express,consumers-energy,2
cerner-corporation,limited-brands,2
davita,chipotle-mexican-grill,2
borgwarner,texas-instruments,2
ppg-industries,amd,1
nrg-energy,xerox,1
unionpacific,baxter-healthcare,1
amerisourcebergen,illumina,1
ibm,dovercorp,3
adm,altria,1
stanley-black-decker-inc,molson-coors,2
the-clorox-company,raytheon,1
american-tower,unitedhealth-group,1
norfolk-southern,progressive-insurance,1
westrockcompany,adp,1
ford-motor-company,dollar-general,1
eastman-chemical-company,te-connectivity,1
johnson-&-johnson,analog-devices,3
medtronic,wellcare,1
united-rentals,newmont-mining-corporation,1
pentair,international-paper,1
davita,darden-restaurants,1
goldman-sachs,micron-technology,1
advance-auto-parts,autodesk,1
intuit,the-hartford,2
analog-devices,goldman-sachs,2
nasdaq-omx,moodys-corporation,1
ametek,vf-corporation,1
lowe%27s-home-improvement,spglobal,1
boston-scientific,chevron,2
citi,hasbro,3
flowserve,marathon-oil-corporation,1
willis-towers-watson,lowe%27s-home-improvement,3
paychex,dish-network,1
morgan-stanley,fastenal,1
akamai-technologies,harris-corporation,1
akamai-technologies,cvs-health,1
thermo-fisher-scientific,keysight-technologies,1
abbvie,ups,1
regions-financial-corporation,rockwell-automation,1
etrade,general-motors,2
adp,iff,1
alaska-airlines,fluor,1
suntrust-bank,boston-scientific,1
the-cincinnati-insurance-companies,lkq-corporation,1
chipotle-mexican-grill,humana,1
viacom,sysco,1
applied-materials,constellation-brands,1
m&t-bank,procter-&-gamble,1
martin-marietta-materials,exxonmobil,1
dow-chemical,tjx,1
stanley-black-decker-inc,bristol-myers-squibb,1
parker-hannifin,charles-schwab,1
duke-energy-corporation,viacom,1
nextera-energy-resources,stryker,1
mid-america-apartment-communities,nordstrom,1
harris-corporation,westrockcompany,1
ameriprise-financial-services-inc,emerson,1
fedex,amgen,1
johnson-controls,john-deere,29
hewlett-packard-enterprise,pepsico,188
accenture,halliburton,73
symantec,microsoft,452
marsh-&-mclennan-companies-inc-,wellsfargo,30
ups,broadridge-financial-solutions,4
general-dynamics,honeywell,14
bb&t,fifth-third-bank,73
the-home-depot,costco-wholesale,69
amgen,stryker,22
exxonmobil,noble-energy,30
state-street,equifax,1
conocophillips,the-home-depot,6
3m,target,116
fiserv,pnc-bank,48
best-buy,accenture,361
target,unum,13
gap-inc-,delta-air-lines,4
raymond-james-financial-inc-,wellsfargo,45
the-home-depot,uhs,2
nrg-energy,xcel-energy,16
alaska-airlines,amazon,24
unitedhealth-group,huntington-national-bank,3
ge,goldman-sachs,103
rockwell-automation,harley-davidson-motor-company,62
royal-caribbean,nordstrom,7
unitedhealth-group,amazon,26
ameriprise-financial-services-inc,oracle,9
hewlett-packard-enterprise,bristol-myers-squibb,69
willis-towers-watson,msci-inc,1
apple,johnson-&-johnson,26
wellsfargo,pultegroup,10
walgreens,first-republic-bank,2
international-paper,general-motors,19
amd,maxim-integrated,19
jb-hunt-transport-services-inc,metlife,1
hewlett-packard-enterprise,harris-corporation,50
suntrust-bank,harris-corporation,4
procter-&-gamble,sealed-air-corporation,9
anadarko-petroleum-corporation,devon-energy,45
accenture,akamai-technologies,58
aon,bank-of-america,36
aon,hewlett-packard-enterprise,39
republic-services-inc,johnson-&-johnson,1
the-coca-cola-company,at&t,92
nucor-corporation,f5-networks,1
kinder-morgan,halliburton,6
marsh-&-mclennan-companies-inc-,merck,4
jacobs,conocophillips,43
nrg-energy,comcast,8
stryker,intuitive-surgical,74
kla-tencor,ge,7
bank-of-america,southwest-airlines,45
fis,electronic-arts,1
ecolab,lowe%27s-home-improvement,8
people%27s-united-bank,northern-trust,1
starbucks,american-express,27
xerox,lam-research,8
foot-locker,international-paper,1
capital-one,the-home-depot,22
procter-&-gamble,t--rowe-price,3
stryker,parker-hannifin,18
allstate,capital-one,30
amgen,visa,5
lockheed-martin,bank-of-america,65
flowserve,verizon,1
agilent-technologies,chevron,4
mcdonald%27s-corporation,albemarle,1
juniper-networks,citi,9
cme-group,pepsico,2
cognizant,comerica-bank,9
unitedhealth-group,marsh-&-mclennan-companies-inc-,10
bank-of-america,activision,11
pepsico,gap-inc-,20
arthur-j--gallagher-and-co,citrix,1
united-technologies,southwest-airlines,4
citi,merck,62
norfolk-southern,amazon,11
apple,h&r-block,7
oracle,ameren,1
w.w.-grainger,itw,7
starbucks,fastenal,14
comcast,bny-mellon,9
under-armour,ralph-lauren,10
hewlett-packard-enterprise,marsh-&-mclennan-companies-inc-,10
jpmorgan-chase,hess-corporation,12
state-street,fox-filmed-entertainment,1
maxim-integrated,qorvo,16
priceline-com,pepsico,4
bny-mellon,tjx,7
abbott-,msci-inc,1
altria,the-coca-cola-company,24
gap-inc-,gilead-sciences,6
edwards-lifesciences,abiomed,7
ford-motor-company,alcoa,43
cisco,general-mills,4
best-buy,cardinal-health,18
the-estee-lauder-companies-inc-,caterpillar-inc,3
walgreens,motorolasolutions,12
mastercard,wellsfargo,39
alliance-data,oracle,6
macy,centurylink,11
republic-services-inc,at&t,1
fedex,seagate-technology,5
flowserve,ebay,4
seagate-technology,garmin-international,1
vf-corporation,unitedhealth-group,1
delta-air-lines,charter-communications,4
harley-davidson-motor-company,the-estee-lauder-companies-inc-,1
ipg,merck,3
jb-hunt-transport-services-inc,johnson-controls,1
regions-financial-corporation,zions-bancorporation,2
jpmorgan-chase,ups,36
chevron,aes,3
ibm,anthem,23
c-h-robinson,cintas,9
carmax,dollar-tree-stores,1
merck,henry-schein,5
idexx-laboratories,cardinal-health,2
hanesbrands-inc-,ge,4
boston-scientific,micron-technology,3
humana,walmart,7
te-connectivity,seagate-technology,5
carmax,us-bank,10
thermo-fisher-scientific,corning-incorporated,4
dte-energy,dominion,2
adp,mccormick,2
qualcomm,agilent-technologies,7
entergy,ge,18
cerner-corporation,visa,1
texas-instruments,ihs,1
phillips66co,dish-network,2
state-street,ihs,5
fastenal,robert-half-international,3
ameriprise-financial-services-inc,marathon-petroleum-company,1
oracle,mcdonald%27s-corporation,8
tyson-foods,american-airlines,1
fiserv,fedex,4
oxy,xcel-energy,1
keybank,marathon-petroleum-company,3
newmont-mining-corporation,marathon-oil-corporation,1
humana,the-hartford,14
the-kraft-heinz-company,progressive-insurance,2
zimmerbiomet,allergan,7
zimmerbiomet,mylan,5
cognizant,mckesson,4
chevron,citrix,2
pnc-bank,dish-network,3
broadridge-financial-solutions,target,4
carnival-cruise-lines,pnc-bank,1
fifth-third-bank,seagate-technology,2
microchip-technology,general-motors,2
comcast,assurant,8
regions-financial-corporation,mckesson,3
baxter-healthcare,xylem-inc-,6
pultegroup,honeywell,5
microchip-technology,general-dynamics,1
progressive-insurance,the-j-m--smucker-company,3
johnson-&-johnson,principal-financial-group,1
t--rowe-price,suntrust-bank,10
pnc-bank,franklin-templeton-investments,2
eli-lilly-and-company,edwards-lifesciences,7
anthem,keybank,5
zimmerbiomet,accenture,7
raytheon,cvs-health,6
southwest-airlines,chevron,3
caterpillar-inc,marathon-petroleum-company,4
davita,american-express,1
johnson-controls,fifth-third-bank,2
aig,invesco-ltd,3
cbre,aon,8
centurylink,mastercard,3
boston-scientific,varian-medical-systems,7
baxter-healthcare,the-home-depot,2
vornado-realty-trust,simon-property-group,6
capital-one,harley-davidson-motor-company,2
te-connectivity,the-kraft-heinz-company,2
alcoa,travelers,1
procter-&-gamble,viacom,4
netflix,at&t,9
mylan,boston-scientific,8
us-bank,mcdonald%27s-corporation,4
con-edison,the-home-depot,4
united-airlines,zions-bancorporation,2
progressive-insurance,ebay,3
molson-coors,accenture,7
expeditors,baker-hughes,8
cigna,halliburton,4
h&r-block,fluor,3
goldman-sachs,illumina,1
firstenergy-corp,cardinal-health,2
blackrock,amerisourcebergen,1
verizon,american-tower,7
united-airlines,norwegian-cruise-line,3
alexion-pharmaceuticals,procter-&-gamble,1
ups,whirlpool-corporation,7
the-estee-lauder-companies-inc-,paypal,1
best-buy,jefferies,1
ipg,verizon,1
adobe,the-estee-lauder-companies-inc-,1
us-bank,realty-income-corporation,1
teleflex,te-connectivity,4
morgan-stanley,hilton-worldwide,4
prudential-financial,huntington-national-bank,4
garmin-international,h&r-block,4
cintas,honeywell,2
costco-wholesale,pfizer,10
equity-residential,at&t,2
the-estee-lauder-companies-inc-,mattel,5
dollar-general,national-oilwell-varco,1
eli-lilly-and-company,weyerhaeuser,1
flir-systems,itw,1
discover-financial-services,dow-chemical,1
bny-mellon,paychex,7
walmart,the-j-m--smucker-company,1
gartner,f5-networks,5
consumers-energy,jpmorgan-chase,1
dollar-general,limited-brands,4
general-dynamics,xcel-energy,1
eversourceenergy,target,2
hp,metlife,3
jb-hunt-transport-services-inc,advance-auto-parts,1
robert-half-international,paypal,4
schlumberger,thermo-fisher-scientific,6
dte-energy,state-street,1
amd,rockwell-automation,3
air-products,phillips66co,4
cintas,pultegroup,6
general-motors,biogen-,1
raytheon,sysco,2
principal-financial-group,emerson,3
adobe,target,2
lowe%27s-home-improvement,edison-international,1
boeing,equinix,2
northrop-grumman-corporation,m&t-bank,5
michael-kors,northrop-grumman-corporation,1
the-walt-disney-company,newellbrands,10
nextera-energy-resources,merck,1
torchmark-corporation,ingersoll-rand,1
johnson-controls,unum,1
con-edison,pepsico,3
willis-towers-watson,gap-inc-,3
goldman-sachs,comcast,4
bank-of-america,chubb,11
pultegroup,caterpillar-inc,3
jacobs,international-paper,4
carmax,pnc-bank,5
tiffany-and-co,google,3
the-linde-group,spglobal,1
eversourceenergy,chubb,1
rockwell-automation,mondelezinternational,5
borgwarner,qorvo,1
aig,centurylink,3
united-airlines,conocophillips,3
google,norwegian-cruise-line,1
cardinal-health,suntrust-bank,2
leggett-&-platt,bank-of-america,1
robert-half-international,merck,4
synchrony-financial,the-home-depot,1
fox-filmed-entertainment,facebook,4
molson-coors,pentair,1
dentsplysirona,general-motors,1
the-hershey-company,textron,1
sherwin-williams,bb&t,1
huntington-national-bank,danaher,1
ross-stores,jb-hunt-transport-services-inc,1
medtronic,uhs,1
harris-corporation,ups,4
nielsen,seagate-technology,3
robert-half-international,charter-communications,2
apple,norfolk-southern,1
amerisourcebergen,general-motors,3
expedia,newellbrands,1
spglobal,boeing,3
oracle,oneok,1
willis-towers-watson,mohawk-industries,2
mattel,intuit,3
parker-hannifin,mylan,2
autozone,etrade,1
w.w.-grainger,american-tower,3
duke-energy-corporation,eli-lilly-and-company,3
oracle,alliance-data,3
mastercard,etrade,2
electronic-arts,bny-mellon,1
mccormick,aflac,1
at&t,masco-corporation,1
visa,ford-motor-company,3
bny-mellon,corning-incorporated,1
best-buy,rollins-inc.,1
fedex,dow-chemical,2
fedex,eversourceenergy,1
citizens-bank,the-walt-disney-company,1
emerson,eversourceenergy,1
colgate-palmolive,aflac,1
aon,raymond-james-financial-inc-,2
perrigo,jacobs,1
autodesk,john-deere,2
prudential-financial,halliburton,1
public-storage,pvh,2
chipotle-mexican-grill,advance-auto-parts,4
cummins-inc,unionpacific,1
welltower,digitalrealty,1
